dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0019741,familial cystic renal disease,210,4258
http://purl.obolibrary.org/obo/MONDO_0019742,late-onset nephronophthisis,42,
http://purl.obolibrary.org/obo/MONDO_0019745,cystinuria type A,14,
http://purl.obolibrary.org/obo/MONDO_0019746,cystinuria type B,14,
http://purl.obolibrary.org/obo/MONDO_0019751,autoinflammatory syndrome,980,45940
http://purl.obolibrary.org/obo/MONDO_0019752,pediatric Castleman disease,,14
http://purl.obolibrary.org/obo/MONDO_0019755,developmental defect during embryogenesis,19026,1277454
http://purl.obolibrary.org/obo/MONDO_0019756,lobar holoprosencephaly,224,3048
http://purl.obolibrary.org/obo/MONDO_0019757,alobar holoprosencephaly,238,3048
http://purl.obolibrary.org/obo/MONDO_0019759,epispadias,,102
http://purl.obolibrary.org/obo/MONDO_0019764,laryngotracheoesophageal cleft type 4,,204
http://purl.obolibrary.org/obo/MONDO_0019766,"X-linked intellectual disability, Porteous type",14,238
http://purl.obolibrary.org/obo/MONDO_0019767,hamel cerebro-palato-cardiac syndrome,14,221
http://purl.obolibrary.org/obo/MONDO_0019768,"X-linked intellectual disability, Golabi-Ito-hall type",14,323
http://purl.obolibrary.org/obo/MONDO_0019769,"X-linked intellectual disability, Sutherland-Haan type",14,306
http://purl.obolibrary.org/obo/MONDO_0019771,oromandibular dystonia,,357
http://purl.obolibrary.org/obo/MONDO_0019781,astrocytoma (excluding glioblastoma),154,340
http://purl.obolibrary.org/obo/MONDO_0019783,neovascular glaucoma,,340
http://purl.obolibrary.org/obo/MONDO_0019784,12q14 microdeletion syndrome,28,629
http://purl.obolibrary.org/obo/MONDO_0019786,severe intellectual disability-epilepsy-anal anomalies-distal phalangeal hypoplasia,,272
http://purl.obolibrary.org/obo/MONDO_0019787,autoimmune enteropathy,28,3169
http://purl.obolibrary.org/obo/MONDO_0019788,non-secreting paraganglioma,,527
http://purl.obolibrary.org/obo/MONDO_0019790,neuroleptic malignant syndrome,,918
http://purl.obolibrary.org/obo/MONDO_0019791,recessive mitochondrial ataxia syndrome,14,374
http://purl.obolibrary.org/obo/MONDO_0019792,autosomal dominant cerebellar ataxia type I,448,26514
http://purl.obolibrary.org/obo/MONDO_0019793,autosomal dominant cerebellar ataxia type III,126,4941
http://purl.obolibrary.org/obo/MONDO_0019794,autosomal dominant cerebellar ataxia type IV,28,1657
http://purl.obolibrary.org/obo/MONDO_0019795,acalvaria,,238
http://purl.obolibrary.org/obo/MONDO_0019796,acrocephalosyndactyly,154,10772
http://purl.obolibrary.org/obo/MONDO_0019797,acrodysostosis,28,2417
http://purl.obolibrary.org/obo/MONDO_0019799,hepatoerythropoietic porphyria,14,629
http://purl.obolibrary.org/obo/MONDO_0019801,acute adrenal insufficiency,,762
http://purl.obolibrary.org/obo/MONDO_0019802,secondary short bowel syndrome,,544
http://purl.obolibrary.org/obo/MONDO_0019803,angioma serpiginosum,,152
http://purl.obolibrary.org/obo/MONDO_0019804,congenital tracheomalacia,,765
http://purl.obolibrary.org/obo/MONDO_0019806,primary progressive aphasia,182,1400
http://purl.obolibrary.org/obo/MONDO_0019810,toxic epidermal necrolysis,28,2414
http://purl.obolibrary.org/obo/MONDO_0019813,congenital tricuspid stenosis,,150
http://purl.obolibrary.org/obo/MONDO_0019817,congenital mitral valve insufficiency and/or stenosis,14,208
http://purl.obolibrary.org/obo/MONDO_0019820,univentricular cardiopathy,28,928
http://purl.obolibrary.org/obo/MONDO_0019824,non-acquired pituitary hormone deficiency,1988,56166
http://purl.obolibrary.org/obo/MONDO_0019828,pituitary stalk interruption syndrome,98,272
http://purl.obolibrary.org/obo/MONDO_0019832,acquired pituitary hormone deficiency,,1733
http://purl.obolibrary.org/obo/MONDO_0019838,adenohypophysitis,,544
http://purl.obolibrary.org/obo/MONDO_0019839,panhypophysitis,,595
http://purl.obolibrary.org/obo/MONDO_0019845,iatrogenic or traumatic pituitary deficiency,,340
http://purl.obolibrary.org/obo/MONDO_0019846,acquired central diabetes insipidus,,68
http://purl.obolibrary.org/obo/MONDO_0019848,posterior hypospadias,28,272
http://purl.obolibrary.org/obo/MONDO_0019849,isolated micropenis,,49
http://purl.obolibrary.org/obo/MONDO_0019852,inherited primary ovarian failure,560,22285
http://purl.obolibrary.org/obo/MONDO_0019854,thyroid ectopia,28,442
http://purl.obolibrary.org/obo/MONDO_0019855,athyreosis,84,425
http://purl.obolibrary.org/obo/MONDO_0019857,congenital hypothyroidism due to transplacental passage of maternal TSH-binding inhibitory antibodies,,339
http://purl.obolibrary.org/obo/MONDO_0019858,idiopathic congenital hypothyroidism,,388
http://purl.obolibrary.org/obo/MONDO_0019860,thyroid hemiagenesis,,459
http://purl.obolibrary.org/obo/MONDO_0019861,thyroid hypoplasia,42,255
http://purl.obolibrary.org/obo/MONDO_0019864,tetrasomy 21,,289
http://purl.obolibrary.org/obo/MONDO_0019867,mosaic trisomy 8,,714
http://purl.obolibrary.org/obo/MONDO_0019876,8p inverted duplication/deletion syndrome,,952
http://purl.obolibrary.org/obo/MONDO_0019880,distal trisomy 5q,,510
http://purl.obolibrary.org/obo/MONDO_0019891,monosomy 22,,680
http://purl.obolibrary.org/obo/MONDO_0019893,distal monosomy 19p13.3,,391
http://purl.obolibrary.org/obo/MONDO_0019896,Kleefstra syndrome due to 9q34 microdeletion,14,935
http://purl.obolibrary.org/obo/MONDO_0019897,distal monosomy 12q,,1292
http://purl.obolibrary.org/obo/MONDO_0019902,monosomy 13q34,,595
http://purl.obolibrary.org/obo/MONDO_0019903,ring chromosome 2,,425
http://purl.obolibrary.org/obo/MONDO_0019904,ring chromosome 3,,357
http://purl.obolibrary.org/obo/MONDO_0019905,ring chromosome 9,,255
http://purl.obolibrary.org/obo/MONDO_0019906,ring chromosome 11,,357
http://purl.obolibrary.org/obo/MONDO_0019907,ring chromosome 13,,714
http://purl.obolibrary.org/obo/MONDO_0019908,ring chromosome 15,,578
http://purl.obolibrary.org/obo/MONDO_0019909,ring chromosome 16,,323
http://purl.obolibrary.org/obo/MONDO_0019910,maternal uniparental disomy of chromosome 2,,459
http://purl.obolibrary.org/obo/MONDO_0019911,maternal uniparental disomy of chromosome 4,,663
http://purl.obolibrary.org/obo/MONDO_0019912,maternal uniparental disomy of chromosome 6,,340
http://purl.obolibrary.org/obo/MONDO_0019913,silver-Russell syndrome due to maternal uniparental disomy of chromosome 7,14,1003
http://purl.obolibrary.org/obo/MONDO_0019914,maternal uniparental disomy of chromosome 9,,357
http://purl.obolibrary.org/obo/MONDO_0019915,maternal uniparental disomy of chromosome 14,42,595
http://purl.obolibrary.org/obo/MONDO_0019917,maternal uniparental disomy of chromosome 20,,627
http://purl.obolibrary.org/obo/MONDO_0019918,maternal uniparental disomy of chromosome 21,,202
http://purl.obolibrary.org/obo/MONDO_0019920,paternal uniparental disomy of chromosome 5,,221
http://purl.obolibrary.org/obo/MONDO_0019921,paternal uniparental disomy of chromosome 6,28,510
http://purl.obolibrary.org/obo/MONDO_0019926,X small rings,,680
http://purl.obolibrary.org/obo/MONDO_0019927,growth hormone-producing pituitary gland neoplasm,28,562
http://purl.obolibrary.org/obo/MONDO_0019928,"48,XXXY syndrome",,1054
http://purl.obolibrary.org/obo/MONDO_0019929,"49,XXXXY syndrome",,1088
http://purl.obolibrary.org/obo/MONDO_0019930,Leydig cell hypoplasia due to complete LH resistance,14,
http://purl.obolibrary.org/obo/MONDO_0019931,Leydig cell hypoplasia due to partial LH resistance,14,
http://purl.obolibrary.org/obo/MONDO_0019933,acromegaly,28,1564
http://purl.obolibrary.org/obo/MONDO_0019934,polyploidy,,867
http://purl.obolibrary.org/obo/MONDO_0019935,isochromosome Y,,238
http://purl.obolibrary.org/obo/MONDO_0019938,anorectal malformation,,32
http://purl.obolibrary.org/obo/MONDO_0019941,hereditary sensory and autonomic neuropathy type 2,56,1222
http://purl.obolibrary.org/obo/MONDO_0019942,distal arthrogryposis,308,15702
http://purl.obolibrary.org/obo/MONDO_0019943,hereditary continuous muscle fiber activity,14,170
http://purl.obolibrary.org/obo/MONDO_0019944,Eisenmenger syndrome,,986
http://purl.obolibrary.org/obo/MONDO_0019945,solar urticaria,,272
http://purl.obolibrary.org/obo/MONDO_0019947,rippling muscle disease 2,14,218
http://purl.obolibrary.org/obo/MONDO_0019948,reducing body myopathy,14,554
http://purl.obolibrary.org/obo/MONDO_0019949,zebra body myopathy,14,374
http://purl.obolibrary.org/obo/MONDO_0019950,congenital muscular dystrophy,938,33238
http://purl.obolibrary.org/obo/MONDO_0019951,rigid spine syndrome,42,964
http://purl.obolibrary.org/obo/MONDO_0019952,congenital myopathy,2408,93241
http://purl.obolibrary.org/obo/MONDO_0019954,pancreatic neuroendocrine tumor,28,3773
http://purl.obolibrary.org/obo/MONDO_0019955,GRFoma,,646
http://purl.obolibrary.org/obo/MONDO_0019956,encephalitis,98,9514
http://purl.obolibrary.org/obo/MONDO_0019957,PPoma,,544
http://purl.obolibrary.org/obo/MONDO_0019959,glucagonoma,,714
http://purl.obolibrary.org/obo/MONDO_0019960,VIPoma,,696
http://purl.obolibrary.org/obo/MONDO_0019962,thyroid lymphoma,,238
http://purl.obolibrary.org/obo/MONDO_0019963,bronchial endocrine tumor,,527
http://purl.obolibrary.org/obo/MONDO_0019964,thymic neuroendocrine tumor,,408
http://purl.obolibrary.org/obo/MONDO_0019967,Kienbock disease,,119
http://purl.obolibrary.org/obo/MONDO_0019969,panner disease,,187
http://purl.obolibrary.org/obo/MONDO_0019970,Sinding-Larsen-Johansson disease,,85
http://purl.obolibrary.org/obo/MONDO_0019971,melanoma of soft tissue,42,
http://purl.obolibrary.org/obo/MONDO_0019972,dural sinus malformation,,816
http://purl.obolibrary.org/obo/MONDO_0019973,persistent placoid maculopathy,,136
http://purl.obolibrary.org/obo/MONDO_0019975,pellagra,,745
http://purl.obolibrary.org/obo/MONDO_0019977,parkinsonism with dementia of Guadeloupe,,458
http://purl.obolibrary.org/obo/MONDO_0019978,Robinow syndrome,84,10435
http://purl.obolibrary.org/obo/MONDO_0019980,"renal hypoplasia, bilateral",28,527
http://purl.obolibrary.org/obo/MONDO_0019981,unilateral multicystic dysplastic kidney,14,
http://purl.obolibrary.org/obo/MONDO_0019982,bilateral multicystic dysplastic kidney,14,
http://purl.obolibrary.org/obo/MONDO_0019992,pseudohypoparathyroidism,70,4791
http://purl.obolibrary.org/obo/MONDO_0019995,peripheral resistance to thyroid hormones,,407
http://purl.obolibrary.org/obo/MONDO_0020001,respiratory or thoracic malformation,742,34113
http://purl.obolibrary.org/obo/MONDO_0020007,absence of the pulmonary artery,,629
http://purl.obolibrary.org/obo/MONDO_0020010,infectious disorder of the nervous system,196,16324
http://purl.obolibrary.org/obo/MONDO_0020022,central nervous system malformation,1428,66728
http://purl.obolibrary.org/obo/MONDO_0020040,46 XY differences of sex development,406,16573
http://purl.obolibrary.org/obo/MONDO_0020043,autosomal recessive congenital cerebellar ataxia,406,15787
http://purl.obolibrary.org/obo/MONDO_0020044,autosomal recessive metabolic cerebellar ataxia,112,7644
http://purl.obolibrary.org/obo/MONDO_0020046,autosomal recessive degenerative and progressive cerebellar ataxia,84,6814
http://purl.obolibrary.org/obo/MONDO_0020047,autosomal recessive syndromic cerebellar ataxia,98,4603
http://purl.obolibrary.org/obo/MONDO_0020048,internal carotid agenesis,,85
http://purl.obolibrary.org/obo/MONDO_0020049,autosomal anomaly,2422,194857
http://purl.obolibrary.org/obo/MONDO_0020058,gonosome anomaly,224,22037
http://purl.obolibrary.org/obo/MONDO_0020065,combined dystonia,294,7529
http://purl.obolibrary.org/obo/MONDO_0020066,Ehlers-Danlos syndrome,364,31158
http://purl.obolibrary.org/obo/MONDO_0020067,infectious encephalitis,98,7816
http://purl.obolibrary.org/obo/MONDO_0020068,postinfectious encephalitis,,3478
http://purl.obolibrary.org/obo/MONDO_0020070,neonatal epilepsy syndrome,924,10722
http://purl.obolibrary.org/obo/MONDO_0020071,infantile epilepsy syndrome,882,10941
http://purl.obolibrary.org/obo/MONDO_0020072,childhood-onset epilepsy syndrome,658,11504
http://purl.obolibrary.org/obo/MONDO_0020074,progressive myoclonus epilepsy,336,6420
http://purl.obolibrary.org/obo/MONDO_0020076,myeloproliferative neoplasm,1260,4286
http://purl.obolibrary.org/obo/MONDO_0020077,myelodysplastic/myeloproliferative disease,140,18
http://purl.obolibrary.org/obo/MONDO_0020082,dendritic cell tumor,42,731
http://purl.obolibrary.org/obo/MONDO_0020083,immunodeficiency-associated lymphoproliferative disease,14,
http://purl.obolibrary.org/obo/MONDO_0020087,hereditary lipodystrophy,280,23149
http://purl.obolibrary.org/obo/MONDO_0020088,familial partial lipodystrophy,126,7510
http://purl.obolibrary.org/obo/MONDO_0020089,acquired lipodystrophy,14,765
http://purl.obolibrary.org/obo/MONDO_0020099,inherited sideroblastic anemia,126,5188
http://purl.obolibrary.org/obo/MONDO_0020102,hereditary stomatocytosis,154,3446
http://purl.obolibrary.org/obo/MONDO_0020108,autoimmune hemolytic anemia,,1562
http://purl.obolibrary.org/obo/MONDO_0020112,vitamin B12- and folate-independent constitutional megaloblastic anemia,28,1266
http://purl.obolibrary.org/obo/MONDO_0020113,primary acquired red cell aplasia,,46
http://purl.obolibrary.org/obo/MONDO_0020115,secondary polycythemia,28,898
http://purl.obolibrary.org/obo/MONDO_0020117,alpha granule disease,42,635
http://purl.obolibrary.org/obo/MONDO_0020119,X-linked syndromic intellectual disability,700,80269
http://purl.obolibrary.org/obo/MONDO_0020120,skeletal muscle disorder,4690,182508
http://purl.obolibrary.org/obo/MONDO_0020121,muscular dystrophy,2184,76491
http://purl.obolibrary.org/obo/MONDO_0020122,acquired idiopathic inflammatory myopathy,,5351
http://purl.obolibrary.org/obo/MONDO_0020123,metabolic myopathy,42,1113
http://purl.obolibrary.org/obo/MONDO_0020124,neuromuscular junction disease,336,14969
http://purl.obolibrary.org/obo/MONDO_0020127,hereditary peripheral neuropathy,3668,153784
http://purl.obolibrary.org/obo/MONDO_0020128,motor neuron disorder,1442,41137
http://purl.obolibrary.org/obo/MONDO_0020129,acquired motor neuron disease,28,1734
http://purl.obolibrary.org/obo/MONDO_0020134,cystic malformation of the posterior fossa,70,500
http://purl.obolibrary.org/obo/MONDO_0020135,pontocerebellar hypoplasia,266,17176
http://purl.obolibrary.org/obo/MONDO_0020143,cerebral lipidosis with dementia,336,9257
http://purl.obolibrary.org/obo/MONDO_0020153,cryptophthalmia,56,3275
http://purl.obolibrary.org/obo/MONDO_0020159,congenital entropion,14,1369
http://purl.obolibrary.org/obo/MONDO_0020161,congenital ectropion,28,889
http://purl.obolibrary.org/obo/MONDO_0020172,palpebral epidermal tumor,42,1027
http://purl.obolibrary.org/obo/MONDO_0020173,benign tumor of palpebral epidermis,42,1027
http://purl.obolibrary.org/obo/MONDO_0020179,palpebral nevus,42,1027
http://purl.obolibrary.org/obo/MONDO_0020204,conjunctival tumor,,115
http://purl.obolibrary.org/obo/MONDO_0020212,superficial corneal dystrophy,112,1566
http://purl.obolibrary.org/obo/MONDO_0020213,stromal corneal dystrophy,126,1772
http://purl.obolibrary.org/obo/MONDO_0020214,posterior corneal dystrophy,154,1732
http://purl.obolibrary.org/obo/MONDO_0020242,hereditary macular dystrophy,658,7803
http://purl.obolibrary.org/obo/MONDO_0020246,inherited vitreoretinopathy,434,21103
http://purl.obolibrary.org/obo/MONDO_0020247,congenital vitreoretinal dysplasia,140,9552
http://purl.obolibrary.org/obo/MONDO_0020248,vitreoretinal degeneration,308,12909
http://purl.obolibrary.org/obo/MONDO_0020249,hereditary optic neuropathy,434,12195
http://purl.obolibrary.org/obo/MONDO_0020250,autosomal dominant optic atrophy,70,3888
http://purl.obolibrary.org/obo/MONDO_0020257,supranuclear oculomotor palsy,70,4220
http://purl.obolibrary.org/obo/MONDO_0020283,uveitis,98,4788
http://purl.obolibrary.org/obo/MONDO_0020289,congenital tricuspid malformation,28,1697
http://purl.obolibrary.org/obo/MONDO_0020290,familial atrioventricular septal defect,98,1229
http://purl.obolibrary.org/obo/MONDO_0020291,hypoplastic right heart syndrome,,439
http://purl.obolibrary.org/obo/MONDO_0020292,congenital anomaly of the great arteries,42,3449
http://purl.obolibrary.org/obo/MONDO_0020295,congenital pulmonary veins anomaly,14,3453
http://purl.obolibrary.org/obo/MONDO_0020297,Noonan syndrome and Noonan-related syndrome,364,28563
http://purl.obolibrary.org/obo/MONDO_0020298,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,56,1139
http://purl.obolibrary.org/obo/MONDO_0020301,Prader-Willi syndrome due to paternal 15q11q13 deletion,112,3604
http://purl.obolibrary.org/obo/MONDO_0020302,Angelman syndrome due to maternal 15q11q13 deletion,28,850
http://purl.obolibrary.org/obo/MONDO_0020303,Angelman syndrome due to paternal uniparental disomy of chromosome 15,14,476
http://purl.obolibrary.org/obo/MONDO_0020304,isochromosomy Yp,,102
http://purl.obolibrary.org/obo/MONDO_0020305,isochromosomy Yq,,136
http://purl.obolibrary.org/obo/MONDO_0020310,familial focal epilepsy with variable foci,56,978
http://purl.obolibrary.org/obo/MONDO_0020311,chronic myelomonocytic leukemia,126,18
http://purl.obolibrary.org/obo/MONDO_0020316,acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22),56,
http://purl.obolibrary.org/obo/MONDO_0020317,acute myeloid leukemia with 11q23 abnormalities,14,
http://purl.obolibrary.org/obo/MONDO_0020320,acute myeloblastic leukemia with maturation,42,
http://purl.obolibrary.org/obo/MONDO_0020321,acute undifferentiated leukemia,14,
http://purl.obolibrary.org/obo/MONDO_0020323,primary mediastinal large B-cell lymphoma,28,
http://purl.obolibrary.org/obo/MONDO_0020324,intravascular large B-cell lymphoma,28,
http://purl.obolibrary.org/obo/MONDO_0020325,anaplastic large cell lymphoma,42,
http://purl.obolibrary.org/obo/MONDO_0020326,lymphomatoid papulosis,28,
http://purl.obolibrary.org/obo/MONDO_0020331,indolent systemic mastocytosis,28,356
http://purl.obolibrary.org/obo/MONDO_0020332,systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease,56,765
http://purl.obolibrary.org/obo/MONDO_0020333,aggressive systemic mastocytosis,70,663
http://purl.obolibrary.org/obo/MONDO_0020336,autosomal dominant Emery-Dreifuss muscular dystrophy,56,2368
http://purl.obolibrary.org/obo/MONDO_0020337,congenital dyserythropoietic anemia type 1,28,614
http://purl.obolibrary.org/obo/MONDO_0020338,adult pure red cell aplasia,,14
http://purl.obolibrary.org/obo/MONDO_0020340,bilateral perisylvian polymicrogyria,42,1416
http://purl.obolibrary.org/obo/MONDO_0020341,periventricular nodular heterotopia,98,3059
http://purl.obolibrary.org/obo/MONDO_0020344,postsynaptic congenital myasthenic syndrome,168,6475
http://purl.obolibrary.org/obo/MONDO_0020347,acute inflammatory demyelinating polyradiculoneuropathy,14,220
http://purl.obolibrary.org/obo/MONDO_0020352,"multiple system atrophy, parkinsonian type",14,510
http://purl.obolibrary.org/obo/MONDO_0020354,coloboma of choroid and retina,70,
http://purl.obolibrary.org/obo/MONDO_0020355,coloboma of eye lens,56,
http://purl.obolibrary.org/obo/MONDO_0020356,coloboma of iris,70,
http://purl.obolibrary.org/obo/MONDO_0020357,coloboma of eyelid,56,
http://purl.obolibrary.org/obo/MONDO_0020360,complete cryptophthalmia,14,
http://purl.obolibrary.org/obo/MONDO_0020364,posterior polymorphous corneal dystrophy,70,753
http://purl.obolibrary.org/obo/MONDO_0020366,congenital glaucoma,56,657
http://purl.obolibrary.org/obo/MONDO_0020367,juvenile open angle glaucoma,42,349
http://purl.obolibrary.org/obo/MONDO_0020368,Axenfeld anomaly,28,
http://purl.obolibrary.org/obo/MONDO_0020372,early-onset sutural cataract,84,
http://purl.obolibrary.org/obo/MONDO_0020373,early-onset anterior polar cataract,56,65
http://purl.obolibrary.org/obo/MONDO_0020374,cerulean cataract,56,64
http://purl.obolibrary.org/obo/MONDO_0020376,early-onset nuclear cataract,252,34
http://purl.obolibrary.org/obo/MONDO_0020377,early-onset partial cataract,784,325
http://purl.obolibrary.org/obo/MONDO_0020378,early-onset posterior polar cataract,112,
http://purl.obolibrary.org/obo/MONDO_0020379,early-onset zonular cataract,602,133
http://purl.obolibrary.org/obo/MONDO_0020380,autosomal dominant cerebellar ataxia,700,36850
http://purl.obolibrary.org/obo/MONDO_0020381,patterned macular dystrophy,14,353
http://purl.obolibrary.org/obo/MONDO_0020382,multifocal pattern dystrophy simulating fundus flavimaculatus,14,
http://purl.obolibrary.org/obo/MONDO_0020385,congenitally uncorrected transposition of the great arteries with coarctation,14,
http://purl.obolibrary.org/obo/MONDO_0020391,pulmonary artery coming from the aorta,,442
http://purl.obolibrary.org/obo/MONDO_0020399,congenital hypoplasia of the mitral valve annulus,,14
http://purl.obolibrary.org/obo/MONDO_0020407,complete atrioventricular canal-ventricle hypoplasia syndrome,56,
http://purl.obolibrary.org/obo/MONDO_0020408,complete atrioventricular canal-tetralogy of fallot syndrome,42,
http://purl.obolibrary.org/obo/MONDO_0020427,Laubry-Pezzi syndrome,,374
http://purl.obolibrary.org/obo/MONDO_0020428,congenital Gerbode defect,,476
http://purl.obolibrary.org/obo/MONDO_0020434,"atrial septal defect, ostium secundum type",112,595
http://purl.obolibrary.org/obo/MONDO_0020435,"atrial septal defect, coronary sinus type",,442
http://purl.obolibrary.org/obo/MONDO_0020436,"atrial septal defect, sinus venosus type",14,459
http://purl.obolibrary.org/obo/MONDO_0020437,"atrial septal defect, ostium primum type",14,646
http://purl.obolibrary.org/obo/MONDO_0020458,hemolytic anemia due to erythrocyte adenosine deaminase overproduction,,126
http://purl.obolibrary.org/obo/MONDO_0020460,acquired von willebrand syndrome,,459
http://purl.obolibrary.org/obo/MONDO_0020466,monosomy X,,3842
http://purl.obolibrary.org/obo/MONDO_0020467,mosaic monosomy X,,1921
http://purl.obolibrary.org/obo/MONDO_0020469,"48,XYYY syndrome",,527
http://purl.obolibrary.org/obo/MONDO_0020470,"49,XYYYY syndrome",,731
http://purl.obolibrary.org/obo/MONDO_0020472,Turner syndrome due to structural X chromosome anomalies,,1921
http://purl.obolibrary.org/obo/MONDO_0020475,dermotrichic syndrome,,289
http://purl.obolibrary.org/obo/MONDO_0020478,Leber plus disease,42,288
http://purl.obolibrary.org/obo/MONDO_0020479,pituitary gigantism,28,340
http://purl.obolibrary.org/obo/MONDO_0020480,sulfite oxidase deficiency due to molybdenum cofactor deficiency,42,2651
http://purl.obolibrary.org/obo/MONDO_0020481,myotonia fluctuans,14,373
http://purl.obolibrary.org/obo/MONDO_0020482,myotonia permanens,14,357
http://purl.obolibrary.org/obo/MONDO_0020483,acetazolamide-responsive myotonia,14,204
http://purl.obolibrary.org/obo/MONDO_0020485,King-Denborough syndrome,14,808
http://purl.obolibrary.org/obo/MONDO_0020487,Pontiac fever,,85
http://purl.obolibrary.org/obo/MONDO_0020488,atypical progressive supranuclear palsy syndrome,56,2164
http://purl.obolibrary.org/obo/MONDO_0020490,mosaic trisomy 9,,1054
http://purl.obolibrary.org/obo/MONDO_0020491,subcortical band heterotopia,56,1118
http://purl.obolibrary.org/obo/MONDO_0020492,hemimegalencephaly,42,561
http://purl.obolibrary.org/obo/MONDO_0020493,Haddad syndrome,42,306
http://purl.obolibrary.org/obo/MONDO_0020494,oculootodental syndrome,28,
http://purl.obolibrary.org/obo/MONDO_0020495,PEHO-like syndrome,14,623
http://purl.obolibrary.org/obo/MONDO_0020496,familial porencephaly,70,3288
http://purl.obolibrary.org/obo/MONDO_0020499,Nipah virus disease,,289
http://purl.obolibrary.org/obo/MONDO_0020500,Marburg hemorrhagic fever,,1258
http://purl.obolibrary.org/obo/MONDO_0020501,Crimean-Congo hemorrhagic fever,,1382
http://purl.obolibrary.org/obo/MONDO_0020502,yellow fever,,827
http://purl.obolibrary.org/obo/MONDO_0020504,hereditary recurrent myoglobinuria,56,800
http://purl.obolibrary.org/obo/MONDO_0020505,ravine syndrome,,238
http://purl.obolibrary.org/obo/MONDO_0020507,leukoencephalopathy with vanishing white matter 1,70,434
http://purl.obolibrary.org/obo/MONDO_0020508,primary syringomyelia,,288
http://purl.obolibrary.org/obo/MONDO_0020509,secondary syringomyelia,,442
http://purl.obolibrary.org/obo/MONDO_0020512,precursor T-cell acute lymphoblastic leukemia,322,
http://purl.obolibrary.org/obo/MONDO_0020521,Ehlers-Danlos syndrome type 7A,,477
http://purl.obolibrary.org/obo/MONDO_0020525,transient neonatal diabetes mellitus,70,612
http://purl.obolibrary.org/obo/MONDO_0020526,acute megakaryoblastic leukemia in down syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0020527,ectopic Cushing syndrome,,1409
http://purl.obolibrary.org/obo/MONDO_0020528,ACTH-dependent Cushing syndrome,98,2959
http://purl.obolibrary.org/obo/MONDO_0020529,ACTH-independent Cushing syndrome,42,1288
http://purl.obolibrary.org/obo/MONDO_0020539,extragonadal non-dysgerminomatous germ cell tumor,,519
http://purl.obolibrary.org/obo/MONDO_0020540,ovarian gynandroblastoma,14,
http://purl.obolibrary.org/obo/MONDO_0020541,maligant granulosa cell tumor of ovary,28,14
http://purl.obolibrary.org/obo/MONDO_0020542,malignant Sertoli-Leydig cell tumor of ovary,14,
http://purl.obolibrary.org/obo/MONDO_0020547,chronic graft versus host disease,,901
http://purl.obolibrary.org/obo/MONDO_0020549,invasive hydatidiform mole,,17
http://purl.obolibrary.org/obo/MONDO_0020550,gestational choriocarcinoma,,68
http://purl.obolibrary.org/obo/MONDO_0020552,placental site trophoblastic tumor,,34
http://purl.obolibrary.org/obo/MONDO_0020558,autosomal dominant Charcot-Marie-Tooth disease type 2K,14,170
http://purl.obolibrary.org/obo/MONDO_0020559,O'Sullivan-McLeod syndrome,,236
http://purl.obolibrary.org/obo/MONDO_0020560,atypical teratoid rhabdoid tumor,14,314
http://purl.obolibrary.org/obo/MONDO_0020561,myxoid/round cell liposarcoma,28,67
http://purl.obolibrary.org/obo/MONDO_0020562,pleomorphic liposarcoma,,34
http://purl.obolibrary.org/obo/MONDO_0020563,dedifferentiated liposarcoma,42,
http://purl.obolibrary.org/obo/MONDO_0020567,apnea of prematurity,,85
http://purl.obolibrary.org/obo/MONDO_0020569,intermediate DEND syndrome,14,
http://purl.obolibrary.org/obo/MONDO_0020574,central nervous system nongerminomatous germ cell tumor,,128
http://purl.obolibrary.org/obo/MONDO_0020575,polymorphic ventricular tachycardia,98,1211
http://purl.obolibrary.org/obo/MONDO_0020579,mucositis,,1455
http://purl.obolibrary.org/obo/MONDO_0020580,germinomatous germ cell tumor,14,
http://purl.obolibrary.org/obo/MONDO_0020583,chromosome 17 disorder,280,19320
http://purl.obolibrary.org/obo/MONDO_0020584,anemia due to enzyme disorder,168,5755
http://purl.obolibrary.org/obo/MONDO_0020585,anemia due to erythrocyte enzyme disorder,140,5089
http://purl.obolibrary.org/obo/MONDO_0020586,factor V deficiency,14,481
http://purl.obolibrary.org/obo/MONDO_0020587,factor XI deficiency,14,201
http://purl.obolibrary.org/obo/MONDO_0020588,lung PEComa,28,612
http://purl.obolibrary.org/obo/MONDO_0020590,mycobacterial infectious disease,14,1324
http://purl.obolibrary.org/obo/MONDO_0020592,disorder of pharynx,140,962
http://purl.obolibrary.org/obo/MONDO_0020594,abducens nerve disorder,,32
http://purl.obolibrary.org/obo/MONDO_0020596,mucin-producing carcinoma,,204
http://purl.obolibrary.org/obo/MONDO_0020598,malabsorption syndrome,56,4470
http://purl.obolibrary.org/obo/MONDO_0020599,acquired coagulation factor deficiency,,459
http://purl.obolibrary.org/obo/MONDO_0020601,mosquito-borne viral encephalitis,,1450
http://purl.obolibrary.org/obo/MONDO_0020602,Simpson-Golabi-Behmel syndrome type 1,,1874
